log_no,post_date,category,claim_id,topic,claim,numbers,para_idx,image_ref,vs_v1,v1_anchor
222731607199,2022-05-13,28,222731607199-2,①후보선정,당일 단타 종목선정에서는 재료·수급 등 직관적 판단을 배제하고 순수 주가움직임(전고점 돌파)만으로 기계적 선정을 해야 한다는 원칙 제시,,34,False,agree,§1① 재료 기반은 스윙 한정(2024단타 4/42=9.5%)
222761973645,2022-06-06,28,222761973645-1,⑧기타,1차 상승·조정 이후 나오는 2차 상승(엘리어트 3파)이 1차 상승보다 폭이 크고 빠르다는 경험칙 제시,1.618배;2.618배,5,False,new,
222761973645,2022-06-06,28,222761973645-2,⑧기타,2차 상승 진입 기준을 삼각 240주선 지지+20주선 회복+거래량 볼밴 수축확장으로 규정하고 이를 검색식으로 자동 포착,240주선;20주선,61,False,new,
222803745761,2022-07-07,28,222803745761-1,①후보선정,거래대금이 많이 동반된 주도주·테마 대장주 여부를 매매 성공률을 높이는 첫째 조건으로 제시,,4,False,agree,§1① 대장주 우선 + 수급 필터(거래대금)
222803745761,2022-07-07,28,222803745761-2,⑧기타,"매물대를 돌파한 종목, 특히 매물공백구간(빠른 하락으로 거래가 적었던 구간)을 돌파하는 종목이 더 빠르고 크게 상승한다는 '파죽지세' 원리 제시",15%;20%,98,False,new,
222836841375,2022-08-01,28,222836841375-1,⑧기타,거래량이 급증 없이 점증-소강-재점증하는 패턴(상승국면)이 급등 후 급락하는 Bearish Blow-off top 패턴보다 매매하기 유리하다,,27,True,new,
222836841375,2022-08-01,28,222836841375-2,⑧기타,거래량 5일선이 20일선과 밀집·골든크로스하며 거래량이 20일선을 장악하는 지점에서 주가 변곡(방향 결정)이 일어난다는 보조지표 규칙 제시,5일선;20일선,84,False,new,
223286152170,2023-12-07,28,223286152170-1,⑧기타,매도세가 없는 구간(전고점 돌파·신고가 이후 저항 부재)에서 이등분선 지지를 받고 상승하면 다른 구간보다 훨씬 빠르고 크게 상승한다,,3,False,new,
223286152170,2023-12-07,28,223286152170-2,②앵커,일봉차트에 이등분선 외에 피보나치 조정폭(0.382/0.5/0.618)을 적용한 눌림목 매수구간을 스윙 진입 기준으로 사용,0.382;0.5;0.618,44,False,revision,§1③ 상승폭별 하락폭 통계밴드(Q1~Q3/HDR)로 매수구간 산출
223291800597,2023-12-13,28,223291800597-1,⑧기타,거래량 볼밴 밀집 + 이평선(5~20일선) 밀집 + 기준고점(과거 최고점) 밀집의 '3밀'이 동시 충족될 때 스윙 진입 시 단기 큰 폭 상승 가능성이 높다는 자체 방법론 제시,3가지,25,True,new,
223291800597,2023-12-13,28,223291800597-2,④분할매도,손절 후에도 손익비를 크게 유지하기 위해 성공 시 수익은 되도록 길게 보유해 손절 손실을 커버하는 방식이라고 서술,,82,False,new,
223301038709,2023-12-23,28,223301038709-1,⑤데이터기반,"스윙 실계좌 기준 평시 손익비 3 이상·승률 35% 이상, 부진장에는 손익비 2.5·승률 30% 유지를 목표로 한다고 실계좌 통계를 공개",4.9;2.5;30%;3;35%,43,False,new,
223301038709,2023-12-23,28,223301038709-2,④분할매도,차트패턴 실패 시 반드시 손절하며 물타기하지 않는다는 원칙 제시,,23,False,agree,§3 손절없음(7차가정) → 실제는 −20%살라미 분할손절
223301038709,2023-12-23,28,223301038709-3,①후보선정,'신규주 원형 고점 재돌파 패턴'(상장 후 급락→원형바닥→상장후 고점 터치→20주선 위 조정→고점 재돌파 시 급등)을 신규상장주 후보 선별 기준으로 제시,20주선,99,True,new,
223423766189,2024-04-22,28,223423766189-1,⑤데이터기반,5년 이상 박스권(고점-저점 폭 35% 이하가 이상적) 돌파 시 상승폭은 박스권 폭의 1~5배까지 투사 가능하다는 경험적 계산법 제시,35%;1배;2배;3배;5배,17,False,new,
223423766189,2024-04-22,28,223423766189-2,⑧기타,고점-저점 폭이 100% 이상인 큰 쌍봉에서 전고점 부근을 버티는 '지속패턴'이 나타나면 신고가 대시세로 이어지며 상승폭은 최소 폭의 1배 이상이라는 패턴 제시,100%;1배,70,True,new,
223425822263,2024-04-24,28,223425822263-1,②앵커,신고가 부근 대량거래 음봉(들) 발생 후 그 음봉 몸통·고가를 재상회하는 시점을 매수신호로 삼는 '음봉 겁주기' 패턴 정의,,55,False,new,
223425822263,2024-04-24,28,223425822263-2,②앵커,"매집이 잘된 종목은 눌림목 조정폭이 20% 내외로 얕고, 거래량 감소 후 첫 증가+단기이평선 밀집 시점을 매수 타이밍으로 삼는 '언덕형' 패턴 정의",20%,103,False,new,
223425822263,2024-04-24,28,223425822263-3,②앵커,헤드앤숄더 우측 어깨 저점 지지 후 고점을 장악하는 시점을 매수 타이밍으로 삼는 '어깨 돌파형' 패턴 정의,,161,False,new,
223425822263,2024-04-24,28,223425822263-4,④분할매도,어깨 돌파형 실패 시 지지구간 또는 돌파봉의 시가·저가 이탈 시점을 손절 기준으로 제시,,161,False,conflict,④분할매도 손절 -20% 살라미
223429310790,2024-04-28,28,223429310790-1,①후보선정,"신고가 후 고점대비 -50% 등 큰 폭 반납은 실패, 최소 30% 이상 상승세 유지는 성공으로 판정하는 기준 제시",-50%;30%,11,False,new,
223429310790,2024-04-28,28,223429310790-2,①후보선정,재료·모멘텀 정보를 찾는 구체 정보원(매일경제 증시기상도·HTS 증시요약·인포스탁·더벨·지수기여도 화면) 제시,,32,False,agree,①후보선정 재료 1차 필터
223429310790,2024-04-28,28,223429310790-3,①후보선정,경쟁사 대비 상승폭 크고 하락폭 낮은 종목을 주도주(대장주)로 판별해 우선 매수,,106,False,agree,①후보선정 대장주 우선
223429310790,2024-04-28,28,223429310790-4,①후보선정,업황이 호황(모멘텀 지속)인지 여부 체크가 신고가 성공 판단의 핵심이라는 원칙,,197,False,agree,①후보선정 재료 지속력
223431378551,2024-04-30,28,223431378551-1,①후보선정,1등 신고가(대장주) 판별법 = 경쟁사 대비 상승폭 크고 하락폭 적은 종목 + 전고점 먼저 장악,,21,False,agree,①후보선정 대장주 우선
223431378551,2024-04-30,28,223431378551-2,①후보선정,대장주 순위는 스퍼트(상승) 구간마다 바뀔 수 있어 매 구간마다 경쟁사 재비교가 필요하다는 원칙,,47,False,new,
223431378551,2024-04-30,28,223431378551-3,④분할매도,"진입은 패턴완성 구간(이평선 부근)에서, 손절은 이평선·추세선 이탈 또는 돌파봉 시가 이탈 시로 규정",,128,False,conflict,④분할매도 손절 -20% 살라미
223431378551,2024-04-30,28,223431378551-4,①후보선정,모멘텀·재료의 우열은 정량 비교가 어려워 결국 상대 주가 흐름이 최종 판단 근거가 된다는 주장,,58,False,new,
223447539555,2024-05-15,28,223447539555-1,②앵커,신고가 지속패턴을 총 15가지로 분류하고 패턴별로 개별 매수·매도 계획을 세운다는 체계 제시,15,7,False,new,
223447539555,2024-05-15,28,223447539555-2,③분할매수,종목당 투자자금은 최소 1/5 이상으로 분산하고 진입시점도 패턴에 따라 3~5회로 나눠 매수,1/5;3~5회,30,False,agree,③분할매수 5등분 매수구간
223447539555,2024-05-15,28,223447539555-3,④분할매도,돌파 후 상승분을 반납해 돌파가격까지 되돌리면 패턴 실패로 간주하고 즉시 매도한다는 손절 규칙,,103,False,conflict,④분할매도 손절 -20% 살라미
223447539555,2024-05-15,28,223447539555-4,⑦프로그램·상품,신고가 패턴 15종을 정리한 '신고가 패턴북'을 강의 신청자 한정판(100권)으로 배포한다는 홍보,100,217,False,none,
223486055728,2024-06-20,28,223486055728-1,②앵커,"전고점 첫 돌파는 평균 -20%(최대 -50%)까지 급락할 수 있고, 이를 '정점효과'·'종결효과' 행동경제학 개념으로 설명",-20%;-50%,38,False,new,
223486055728,2024-06-20,28,223486055728-2,②앵커,주봉 볼린저밴드 확장/수축 상태로 진짜 돌파와 가짜 돌파를 구분해 진입 타점을 정한다는 필터 규칙,,55,False,new,
223486055728,2024-06-20,28,223486055728-3,④분할매도,"가짜 돌파가 예상되면 상단선 터치 시 이익실현하고, 눌림목 재매수 후 재돌파 시점에 재진입한다는 대응 전략",,109,False,new,
223510945732,2024-07-13,28,223510945732-1,②앵커,주봉·분봉상 양봉캔들 비율이 압도적으로 높은 '밀집화' 현상을 상승 신뢰도·폭발력 판별 신호로 사용,,23,False,new,
223510945732,2024-07-13,28,223510945732-2,④분할매도,"눌림목에서 거래량 증가 시 매수하고, 돌파 시가나 장중 이등분선을 심하게 이탈하면 손절한다는 규칙",,54,False,conflict,④분할매도 손절 -20% 살라미
223525152000,2024-07-25,28,223525152000-1,①후보선정,"주도주 4대 특징(상승폭 크고 조정폭·기간 짧음, 패턴 성공률 높음, 거래대금·거래량 활발, 조정시 하락폭 작음) 제시",,29,False,agree,①후보선정 대장주 우선
223525152000,2024-07-25,28,223525152000-2,②앵커,패턴 돌파 시 거래량이 감소 후 증가하며 특정 구간에 몰리는 '연속성'을 매수 타이밍 신호로 활용,,41,False,new,
223525152000,2024-07-25,28,223525152000-3,②앵커,"자체 개발한 '연료선'(거래량 가중평균가) 지표를 이용해 돌파+거래량 시 매수, 이탈+거래량 시 매도 판단",,158,False,new,
223525152000,2024-07-25,28,223525152000-4,⑤데이터기반,"책 소개문에서 '1000여개의 통계 데이터를 이용한 급등주 눌림목 매매법'이라는, 훨씬 이른 시점의 작은 데이터 규모를 언급",1000여개,191,False,revision,"2.데이터 기반 — 13,503건(2026-07)"
223525152000,2024-07-25,28,223525152000-5,⑦프로그램·상품,트레이딩 전략서·주식투자 바이블·데이트레이딩 바이블2 등 책 3종을 소개하는 홍보,,177,False,none,
223821654565,2025-04-04,28,223821654565-1,⑧기타,방법론 주장 없음,,-1,False,none,
223830014720,2025-04-11,28,223830014720-1,①후보선정,"박스권을 형성하려면 재료가 파급력·지속력을 갖춰야 하고, 단발성 뉴스는 급등락 후 소멸해 박스권을 못 만든다는 원칙",,25,False,agree,①후보선정 재료 지속력
223830014720,2025-04-11,28,223830014720-2,②앵커,"'박스권 설정법' — 상승 후 눌림목 구간의 하단부를 박스권 하단으로 설정하고, 상황에 따라 하단을 상향 조정하는 기법",,41,False,new,
223830014720,2025-04-11,28,223830014720-3,④분할매도,"박스권 하단에서 지지를 확인한 뒤 매수하고, 박스권 하단을 이탈하면 손절한다는 규칙",,93,False,conflict,④분할매도 손절 -20% 살라미
223830014720,2025-04-11,28,223830014720-4,⑦프로그램·상품,"'스윙투자 전략서' 책, 박스권 단기스윙 매매법 강의, 미공개 정보집 한정판을 홍보",,129,False,none,
223834933488,2025-04-16,28,223834933488-1,③분할매수,"'삼각분할 매수' — 첫 매수 비중 30~40%, 추가 매수는 첫 매수의 1.5배 또는 2~3배로 진입",30~40%;1.5배;2~3배,120,False,agree,"③분할매수 첫매수 30~40%, 추가매수 1.5배/2~3배"
223834933488,2025-04-16,28,223834933488-2,④분할매도,재료 소멸에 따른 급락이라 판단되면 기술적 반등을 기다리지 않고 즉시 매도한다는 판단,,148,False,new,
223834933488,2025-04-16,28,223834933488-3,④분할매도,손절 기준은 사전에 설정한 '감당 가능한 손실금액'을 초과하는 순간으로 규정,,131,False,new,
223834933488,2025-04-16,28,223834933488-4,①후보선정,뉴스·재료의 파급력·지속력·개연성을 꾸준히 체크해야 한다는 원칙 재확인,,154,False,agree,①후보선정 재료 지속력
223907979342,2025-06-22,28,223907979342-1,⑥국면대응,"고객예탁금 증가 여부와 지수 상승 여부의 조합으로 국면을 구분해, 국면별로 눌림목 매수 깊이(20일선 vs 60/120일선)를 다르게 설정",20일선;60일선;120일선,73,False,new,
223907979342,2025-06-22,28,223907979342-2,⑥국면대응,RSI 과열권 이탈 시점을 매수 참고 신호로 활용한다는 규칙,,140,False,new,
223907979342,2025-06-22,28,223907979342-3,③분할매수,자체 개발한 '반등 밴드'(주가·거래량 평균 기반 지표)로 이평선 구간에서 분할매수 타점을 설정,,189,False,new,
223907979342,2025-06-22,28,223907979342-4,⑥국면대응,지수가 꺾이면 아무리 강한 개별종목도 예외 없이 동반 조정을 받는다는 관찰(지수 우선),,102,False,new,
223940505813,2025-07-20,28,223940505813-1,①후보선정,"키움 HTS 통합메모관리자로 종목별 상승이유(재료)를 매일 기록해 '단서' 재등장 여부로 매매대상을 판별 — 2025-07 시점 누적 2,177종목",2177개,255,False,revision,①후보선정 종목의 끼
223940505813,2025-07-20,28,223940505813-2,⑤데이터기반,"(상승폭-하락폭-반등폭) 전수조사 데이터가 2025-07 시점 8,000건을 넘었다고 공개","8,000건",57,False,revision,"2.데이터 기반 — (상승폭,하락폭,반등폭) 3종 세트 13,503건"
223940505813,2025-07-20,28,223940505813-3,①후보선정,"재료의 '단서'(향후 재등장 가능성·예정된 일정)가 명확한 종목에서만 매매하고, 그렇지 않으면 매매 대상에서 제외",,190,False,agree,①후보선정 재료 지속력
223940505813,2025-07-20,28,223940505813-4,⑦프로그램·상품,무료 체크리스트 이벤트와 통합메모 엑셀파일을 유료 박스권 강의 다운로드로 제공한다는 홍보,,288,False,none,
223978635244,2025-08-21,28,223978635244-1,③분할매수,"1억원 기준 종목당 최대 약 2,500만~3,300만원으로 투자금을 제한하고, 신용매수로 최대 2배 레버리지를 활용하는 자금관리 규칙","1억원;3,300만원;2,500만원;2배",39,False,new,
223978635244,2025-08-21,28,223978635244-2,③분할매수,3/4/5/7/9분할 등 N분할 삼각비중(하단으로 갈수록 비중 증가) 공식을 제시하고 균등형·다이아몬드형·역삼각형과 비교,16.7%;33.3%;50%;20%;30%,55,False,new,
223978635244,2025-08-21,28,223978635244-3,⑥국면대응,급락장에는 삼각형(비중 증가형) 분할매수가 유리하고 상승장에는 역삼각·균등형이 유리하다는 국면별 분할매수 형태 선택,,76,False,new,
223978635244,2025-08-21,28,223978635244-4,①후보선정,재료의 파급력·지속력이 있는 종목만 급락장에서도 반등이 나온다는 종목선정 기준,,117,False,agree,①후보선정 재료 지속력
223978635244,2025-08-21,28,223978635244-5,⑤데이터기반,"2025-08-21 시점 상승폭·하락폭·반등폭 데이터가 11,075개(1만 건 이상)로 공개","11,075개",199,False,agree,2.데이터 기반 — 1만 건 이상(2025-08)
223978635244,2025-08-21,28,223978635244-6,⑦프로그램·상품,삼각매수 비중과 실제 하락폭 통계 상세는 박스권 스윙매매 강의 수강생에게만 제공한다는 홍보,,201,False,none,
224029868106,2025-10-02,28,224029868106-1,①후보선정,급등 여부는 거래공백구간(기술적 요인)과 재료의 대중적 파급력·지속성(뉴스) 두 요소의 결합에 달려있다고 주장,,150,False,agree,§1① 후보선정 - 재료의 지속력(완료형 뉴스는 거른다)
224029868106,2025-10-02,28,224029868106-2,②앵커,일봉·분봉 거래량 프로파일(거래집중구간)을 지지·저항 판단 근거로 활용해 눌림목 매수 타점을 추정하는 기법을 제시,,60,True,new,
224029868106,2025-10-02,28,224029868106-3,⑤데이터기반,"상승폭·하락폭·반등폭 데이터를 2020년 1월부터 약 12,500여건 수집했다고 공개(2025-10 시점)",12500;2020,235,False,agree,"§2 데이터 기반 - 규모 시계열(12,500여 건, 2025-10)"
224029868106,2025-10-02,28,224029868106-4,②앵커,"계산기는 시작점과 최고점, 투자금액을 입력하면 매수 비중과 매수 구간이 자동 계산된다고 소개",,242,True,agree,§1② 앵커지정 - 사람이 두 점을 입력
224098489956,2025-12-04,28,224098489956-1,⑥국면대응,지수가 RSI 과매수 구간에 진입하면 전체 자금의 최소 50% 이상을 현금으로 확보해야 한다고 주장,50%,45,False,new,
224098489956,2025-12-04,28,224098489956-2,⑥국면대응,변동성 장세에서는 목표수익률을 3~5%로 낮추고(줄먹) 보유기간을 최대 1주 이내로 최소화해야 한다고 주장,3~5%;1주,53,False,new,
224098489956,2025-12-04,28,224098489956-3,①후보선정,변동성 장세에서는 시장보다 강한 대장주·주도 섹터로 포트폴리오를 압축해야 한다고 주장(대장주 우선 원칙 재확인),,58,False,agree,§1① 후보선정 - 대장주 우선
224098489956,2025-12-04,28,224098489956-4,④분할매도,직전 최고가~최저가의 1/2~1/3 반등구간에서 기계적으로 매도한다는 다우이론 기반 규칙을 실전 사용한다고 설명,1/2;1/3,80,True,agree,§1④ 분할매도 - 변동성 장세 보조 규칙(다우 이론)
224098489956,2025-12-04,28,224098489956-5,④분할매도,"반등이 1/2~1/3 구간을 넘지 못하고 전저점을 이탈하면 손절, 1~2주(약5~10거래일) 무반응이면 비중을 점진 축소한다고 설명",5~10,98,False,agree,§1④ 분할매도 - 변동성 장세 보조 규칙(다우 이론)
224098489956,2025-12-04,28,224098489956-6,④분할매도,반등없이 2주 초과시 매일 보유물량 10~20%씩 기계적으로 매도하는 살라미 전술을 제시(1판의 −20%손실 트리거와 발동조건이 다름),10~20%;2주,107,False,conflict,§1④ 분할매도 - 손절=살라미 분할손절(손실률 −20% 초과 시)
224098489956,2025-12-04,28,224098489956-7,②앵커,계산기는 상승이 시작된 저점과 최고점 두 가지 숫자만 입력하면 매수 범위가 산출된다고 설명,,210,True,agree,§1② 앵커지정 - 사람이 두 점을 클릭
224098489956,2025-12-04,28,224098489956-8,③분할매수,계산기 프리셋으로 방어형·표준형·공격형 스타일을 선택할 수 있다고 소개(안정형=방어형 표기 확인),,221,True,agree,§5 계산기 사양 - 프리셋(표준형/안정형=방어형?/공격형)
224098489956,2025-12-04,28,224098489956-9,③분할매수,HDR(고밀도구간) 값을 조절하면 넓은 매수범위를 핀셋처럼 단일 타점으로 좁힐 수 있다고 설명,,222,False,agree,§5 계산기 사양 - Ver1.3→1.4 HDR 60 모드
224098489956,2025-12-04,28,224098489956-10,⑤데이터기반,"계산기가 과거 급등주 데이터 약 12,500여개를 기반으로 한다고 공개(2025-12 시점)",12500,203,False,agree,"§2 데이터 기반 - 규모 시계열(12,500여 건, 2025-10)"
224098489956,2025-12-04,28,224098489956-11,③분할매수,"에스비비테크 사례: 상승폭 41%에 대해 매수 중심가 3개 값(28,329/27,271/26,213원)을 계산기로 공개",41%;28329;27271;26213,215,True,new,
224098489956,2025-12-04,28,224098489956-12,⑥국면대응,물린 종목은 비중을 축소하고 그 자금을 수급이 몰리는 주도주로 옮겨 수익으로 손실을 상쇄하는 자금순환 전략을 제시,,186,False,new,
224140664340,2026-01-09,28,224140664340-1,③분할매수,2등주는 대장주의 대체재가 아니라 비중을 제한한 보조(옵션) 포지션으로 삼각분할(1:2:7 등)로 설계해야 한다고 주장,1:2:7;2:3:5,146,False,agree,"§1③ 분할매수 - 삼각형 비중(1:2:7 또는 2:3:5), 3분할 판본"
224140664340,2026-01-09,28,224140664340-2,③분할매수,대장주는 2등주와 달리 3:3:4 비중의 3분할 매수를 예시로 제시,3:3:4,132,True,new,
224140664340,2026-01-09,28,224140664340-3,①후보선정,동일 섹터 내에서 먼저 오른 종목이 아니라 상승폭이 더 큰 종목을 대장주로 판단하는 기준을 제시,,153,False,new,
224140664340,2026-01-09,28,224140664340-4,③분할매수,"실전 사례: 에임드바이오 5분할(5:10:15:20:50, 안정형) 전량체결 평균단가 55.632원, 이후 저점대비 약25% 반등",5:10:15:20:50;55.632;25%,169,True,new,
224147987492,2026-01-15,28,224147987492-1,③분할매수,눌림목 매매 진입방식을 물타기·불타기·모아가기·몰빵 4가지로 분류하고 종목 성격(우량주 vs 급등주)에 따라 다르게 적용해야 한다고 주장,,2,False,new,
224147987492,2026-01-15,28,224147987492-2,③분할매수,급등주 눌림목 매수는 삼각형 비중(1:2:7 또는 2:3:5)으로 아래로 갈수록 크게 잡아야 한다고 재확인,1:2:7;2:3:5,54,False,agree,§1③ 분할매수 - 삼각형 비중(1:2:7 또는 2:3:5)
224147987492,2026-01-15,28,224147987492-3,③분할매수,"형지엘리트 실전 사례: 비중 5:10:15:20:50 5분할 전량체결시 평단 1,767원(1판 크로스검증값과 동일)",5:10:15:20:50;1767,63,True,agree,§4 교차검증 - 형지엘리트 평단(0.38% 차)
224147987492,2026-01-15,28,224147987492-4,①후보선정,우량주(대형주·기관수급)는 추세 반전시 반등없이 흘러내리는 경우가 많아(파마리서치 -48% 사례) 단기 눌림목 매매에 부적합하다고 주장,48%,84,True,new,
224147987492,2026-01-15,28,224147987492-5,⑤데이터기반,계산기가 5년간의 방대한 급등주 데이터 기반이라고 언급(1판의 2020~2025 6년 표현과 상이),5,125,False,conflict,"§2 데이터 기반 - 기간(2020~2025, 6년)"
224147987492,2026-01-15,28,224147987492-6,④분할매도,"지지 확인 후 몰빵 전략의 손익비 기준으로 기대수익 +15% 이상, 감수손실 -5% 이내를 제시",15%;-5%,69,False,new,
224156196445,2026-01-22,28,224156196445-1,①후보선정,"뉴스가 완료형(선정됐으니 끝/승인받았으니 끝)이면 거르고, 후속보도가 이어질 가능성이 있는 재료만 취해야 한다고 주장",,100,False,agree,§1① 후보선정 - 재료의 지속력(완료형 뉴스는 거른다)
224156196445,2026-01-22,28,224156196445-2,①후보선정,"과거 상승 키워드를 매일 기록(키움 통합메모관리자, 2,307종목·2023년2월부터)해 같은 키워드 재등장시 확신을 갖고 공략하는 '종목의 끼' 원칙",2307;2023,225,True,agree,"§1① 후보선정 - 종목의 끼(통합메모관리자 2,307종목, 2023-02~)"
224156196445,2026-01-22,28,224156196445-3,③분할매수,재료에 대한 확신이 부족한 종목은 매매를 자제하거나 손절을 각오하고 보수적으로 비중을 설계한다고 주장,,163,False,new,
224165185184,2026-01-30,28,224165185184-1,⑥국면대응,지수가 20일선을 상향돌파한 뒤 이탈까지 최고점 도달 기간을 강세장 국면별로 통계 조사해 조정 시점을 확률적으로 추정(평균 약44.5일),44.5,136,False,new,
224165185184,2026-01-30,28,224165185184-2,⑥국면대응,지수가 20일선을 하향이탈하면 경험적으로 약 1개월 내외의 단기조정이 발생한다고 정의,1개월,46,False,new,
224165185184,2026-01-30,28,224165185184-3,⑥국면대응,"과거 3차례 강세장(IMF·금융위기·코로나)의 상승률·기간 데이터를 벤치마킹해 현재 강세장의 잠재 상단(코스피 약7,034pt)을 추정",208%;124%;130%;7034,59,False,new,
224175506626,2026-02-07,28,224175506626-1,④분할매도,"매도 기준은 최고점 예측이 아니라 저점대비 반등폭의 확률밀도(HDR, 최빈값)에 베팅하는 것이라고 주장",,104,False,agree,§1④ 분할매도 - 저점 대비 반등폭의 HDR 구간
224175506626,2026-02-07,28,224175506626-2,④분할매도,"표본441건에서 HDR60% 구간 반등폭 9.3~26.8%, HDR10%로 좁히면 10.8~12.7%로 나타남",441;60%;9.3%;26.8%;10%;10.8%;12.7%,123,True,agree,§1④ 분할매도 - HDR 60%(9.3~26.8%)→HDR 10%(10.8~12.7%)
224175506626,2026-02-07,28,224175506626-3,④분할매도,다른 표본349건에서는 HDR10% 반등폭이 10.7~12.2%로 나타남,349;10%;10.7%;12.2%,194,True,agree,§1④ 분할매도 - 표본 349건에 HDR 10% = 10.7~12.2%
224175506626,2026-02-07,28,224175506626-4,④분할매도,하락장에서는 HDR구간을 좁히고 그 초입에서 전량 또는 보유의 70~80%를 매도해야 한다고 주장,70%;80%,156,False,agree,§1④ 분할매도 - 하락장에서는 HDR을 좁히고 초입에서 전량/70~80% 매도
224175506626,2026-02-07,28,224175506626-5,④분할매도,"실전 사례(알트): 계획 진입가 4,180원대였으나 손실 감내 후 평단 4,086원으로 조정, 저점대비 반등10% 구간에서 전량매도(실제 최고반등은 12%)",4086;4180;10%;12%,200,True,new,
224207160457,2026-03-06,28,224207160457-1,⑤데이터기반,Ver1.4는 2025년 12월까지 데이터를 편입(+6개월치)하고 4분위수 매수 기능을 추가한다고 공지,2025-12;6,155,False,agree,"§2 데이터 기반 - Ver1.4(2025-12까지 편입, 4분위수 매수 기능)"
224207160457,2026-03-06,28,224207160457-2,⑥국면대응,"통계기반계산기는 원래 개별종목·테마용이나, 지수 자체가 개별종목처럼 급락한 경우 코스피·코스닥 지수에도 동일한 통계적 잣대를 적용할 수 있다고 주장",,49,False,new,
224207160457,2026-03-06,28,224207160457-3,③분할매수,"대장주는 적정 하락폭 통계 구간을 잘 이탈하지 않아 공격적 진입이 유리하고, 2·3등주는 통계구간(HDR60%)을 벗어나는 슈팅이 잦아 하락폭 범위를 더 넓게 설정해야 한다고 주장",60%,143,False,new,
224207160457,2026-03-06,28,224207160457-4,④분할매도,정규분포 꼬리(극단값)를 감안해 통계상 최대 하락폭(-39%)을 이탈하면 비중을 기계적으로 조절하는 리스크관리를 제시,-39%,120,False,new,
224226939493,2026-03-23,28,224226939493-1,①후보선정,바닥권에서 수천억~1조원의 거래대금을 터뜨리며 1·2차 시세를 낸 종목의 눌림목을 공략 대상으로 삼는다고 주장,1조,43,False,agree,§1① 후보선정 - 수급 필터(시가총액·거래대금)
224226939493,2026-03-23,28,224226939493-2,①후보선정,시가총액 5조원이 넘는 대형주는 덩치가 무거워 탄력적인 시세가 나오기 어려워 단기 스윙에 부적합하다고 주장,5조,38,False,agree,§1① 후보선정 - 시총 5조 이상 대형주는 부적합(탄력 부족)
224226939493,2026-03-23,28,224226939493-3,①후보선정,"종목이 가벼워야 탄력적인 시세가 나오며, 대장주는 폭락장에서도 후발주보다 지지·반등이 우수하다고 주장(대장주 우선)",,33,False,agree,§1① 후보선정 - 대장주 우선
224226939493,2026-03-23,28,224226939493-4,⑤데이터기반,계산기가 5년간의 방대한 급등주 데이터 기반이라고 광고문구에 명시(1판의 2020~2025 6년 표현과 상이),5,61,False,conflict,"§2 데이터 기반 - 기간(2020~2025, 6년)"
224238481275,2026-04-02,28,224238481275-1,①후보선정,"종목별 상승 재료를 3년 이상 매일 메모(2,300여개 종목)해 같은 키워드 재등장시 확신을 갖고 공략한다는 '종목의 끼' 원칙을 재확인",2300;3,154,False,agree,"§1① 후보선정 - 종목의 끼(통합메모관리자 2,307종목)"
224238481275,2026-04-02,28,224238481275-2,①후보선정,"같은 날 반응한 종목 수로 재료 강도를 판별 - 1~2개면 개별재료, 5개 이상이면 섹터 전체를 움직이는 재료로 간주",1~2;5,124,False,new,
224253762854,2026-04-15,28,224253762854-1,②앵커,"계산기는 고점·저점 두 번 클릭만으로 매수구간·비중을 자동으로 그려주며, 고점 경신시 최고점만 옮기면 재계산된다고 원문에서 직접 설명",,223,True,agree,§1② 앵커지정 - 사람이 두 점을 클릭(원문 인용과 일치)
224253762854,2026-04-15,28,224253762854-2,⑤데이터기반,"약 6년간 축적된 급등주 데이터(상승폭·하락폭·반등폭) 13,000~13,500건 이상을 계산기 근거로 명시",13000;13500;6,278,False,agree,"§2 데이터 기반 - 규모(13,503건)와 기간(2020~2025, 6년)"
224253762854,2026-04-15,28,224253762854-3,⑦프로그램·상품,계산기 지표를 TradingView에 이식해 무료가입 후 바로 활용 가능하도록 배포한다고 소개,,216,False,agree,§5 계산기 사양 - TradingView 지표판 배포
224253762854,2026-04-15,28,224253762854-4,①후보선정,"손익비가 나빠도 재료가 확실하면 손익비의 약점을 커버할 수 있어, 손익비보다 재료의 확실성이 더 중요하다고 주장",,160,False,new,
224253762854,2026-04-15,28,224253762854-5,③분할매수,계획된 하방 분할매수(물타기)를 사용할 경우 리스크 분산을 위해 최소 3종목 이상으로 나눠 투자해야 한다고 주장,3,143,False,new,
224341470917,2026-07-09,28,224341470917-1,④분할매도,자동매매 프로그램에 분할손절 기능을 탑재해 물린 종목을 매일 종가에 조금씩 매도하며 비중을 점진적으로 줄이도록 구현했다고 소개,,39,True,agree,§1④ 분할매도 - 살라미 분할손절(나머지를 거래일에 나눠 매일 종가 매도)
224341470917,2026-07-09,28,224341470917-2,⑦프로그램·상품,관심종목 등록과 통계계산기 설정으로 반자동 매매되는(완전자동 아님) 자체 개발 프로그램을 24시간 거래시대 대비 목적으로 출시,,41,False,new,
224359904250,2026-07-28,28,224359904250-1,⑤데이터기반,"2020~2025년 6년간 차트캡처 3,799장, 입력수치 40,509개, (상승폭,하락폭,반등폭) 세트 13,503건을 수작업으로 수집했다고 공개",2020;2025;6;3799;40509;13503,69,True,agree,§2 데이터 기반 - 규모와 성격
